SCANNING_CODE,P Concentration,S Concentration,K Concentration,Ca Concentration,Ti Concentration,V Concentration,Cr Concentration,Mn Concentration,Fe Concentration,Co Concentration,Ni Concentration,Cu Concentration,Zn Concentration,As Concentration,Se Concentration,Rb Concentration,Sr Concentration,Y Concentration,Zr Concentration,Nb Concentration,Mo Concentration,Ag Concentration,Cd Concentration,Sn Concentration,Sb Concentration,Ba Concentration,La Concentration,Ce Concentration,Pr Concentration,Nd Concentration,Ta Concentration,W Concentration,Hg Concentration,Pb Concentration,Bi Concentration,Th Concentration,U Concentration,P Error1s,S Error1s,K Error1s,Ca Error1s,Ti Error1s,V Error1s,Cr Error1s,Mn Error1s,Fe Error1s,Co Error1s,Ni Error1s,Cu Error1s,Zn Error1s,As Error1s,Se Error1s,Rb Error1s,Sr Error1s,Y Error1s,Zr Error1s,Nb Error1s,Mo Error1s,Ag Error1s,Cd Error1s,Sn Error1s,Sb Error1s,Ba Error1s,La Error1s,Ce Error1s,Pr Error1s,Nd Error1s,Ta Error1s,W Error1s,Hg Error1s,Pb Error1s,Bi Error1s,Th Error1s,U Error1s
Aug 22-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aug 22-2,2,-14,6,-10,3,1,0,1,8,0,1,1,0,-1,0,0,1,-1,-1,0,-1,2,-1,-5,4,4,-17,-38,-41,161,-6,1,1,0,0,1,0,113,21,9,3,1,0,1,1,3,2,1,1,1,0,0,0,1,1,1,1,1,1,1,3,3,8,19,39,50,111,6,2,1,1,1,2,2
Aug 22-3,1454,1282,26873,24498,2997,90,62,688,27880,-49,26,132,417,116,2,123,234,29,267,19,10,6,51,12,27,536,34,164,-389,-194,17,10,9,1409,0,10,3,470,75,125,102,17,2,2,5,101,17,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,23,47,62,135,11,3,2,7,2,3,3
Aug 22-4,402,1194,22079,3310,63,8,18,161,282,-16,-6,-3,2,-2,-3,14,100,-1,0,0,-1,0,-4,-26,-1,107,11,4,-209,-315,-3,-10,-4,1,-39,3,-4,158,39,76,20,2,0,1,2,6,2,1,1,1,0,0,0,5,2,2,1,3,2,3,6,6,15,30,61,77,166,14,1,1,1,2,4,4
Aug 22-5,433,1494,30280,3208,40,5,17,131,285,-15,-3,-1,-1,-3,-2,15,57,-1,-1,1,-1,-4,1,-33,2,120,-10,11,-76,-94,6,-9,-3,3,-40,-4,0,171,45,101,22,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,33,66,84,183,16,1,1,1,2,4,4
Aug 22-6,659,1269,26163,4232,49,7,21,259,237,-15,-4,-3,0,-2,-3,19,57,-2,1,1,5,-1,-3,-22,6,134,-9,8,-160,-408,32,-8,-4,2,-42,-6,-6,187,44,93,25,2,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,4,3,3,6,7,17,34,68,87,188,18,1,1,1,2,4,4
Aug 22-7,334,1482,37690,3395,18,2,5,93,83,-12,-7,0,12,-1,-2,30,35,-2,0,1,5,-3,-4,-26,1,69,-26,-56,-114,-109,-1,-9,-3,1,-32,-5,-3,175,45,120,23,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,31,61,79,168,14,1,1,1,2,4,4
Aug 22-8,430,833,28444,1896,34,6,10,162,142,-15,-5,-3,-1,-2,-2,13,41,0,2,1,0,-3,0,-23,-12,96,-26,15,-47,-183,41,-9,-6,2,-37,-1,2,156,36,96,18,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,65,83,178,17,1,1,1,2,4,4
Aug 22-9,838,1216,29736,2766,43,5,18,164,302,-13,-5,-1,1,-3,-3,16,39,4,-3,1,-5,-1,4,-20,-1,133,-42,7,-273,78,-3,-11,-3,3,-42,-1,12,177,42,100,21,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,2,3,3,3,6,6,17,34,68,86,185,16,1,1,1,2,4,5
Aug 22-10,615,910,23339,3221,47,7,20,120,255,-13,-6,-2,1,-3,-3,14,56,-1,-3,-1,4,3,5,-21,7,145,-1,42,-172,-9,23,-9,-4,3,-44,2,0,168,37,82,21,1,0,1,1,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,33,65,85,182,17,1,1,1,2,4,4
Aug 22-11,666,977,19739,3415,28,3,9,70,138,-13,-8,-3,-1,-2,-2,20,44,0,3,1,2,2,3,-23,-1,93,-7,24,-6,29,23,-9,-4,1,-35,-4,-2,158,36,69,20,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,14,30,60,76,164,14,1,1,1,1,4,4
Aug 22-12,3569,1181,31929,3467,77,5,14,113,507,-14,-4,-3,7,-2,-2,19,46,-2,7,2,3,-2,-2,-27,-13,98,-42,60,-146,57,6,-11,-4,2,-36,-1,5,221,40,101,22,2,0,1,1,7,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,61,77,166,14,1,1,1,1,4,4
Aug 22-13,513,1367,29054,2362,34,4,11,77,178,-12,-9,-2,1,-3,-3,11,42,2,-1,2,9,-2,-9,-29,-3,125,-81,-4,-208,-105,15,-6,-4,3,-43,0,0,165,43,99,19,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,2,4,3,3,7,7,17,35,69,88,191,17,1,1,1,2,4,5
Aug 22-14,347,1134,42034,3449,33,4,12,80,223,-13,-4,2,3,-2,-2,14,26,-1,3,0,3,0,-4,-23,-7,118,-33,-53,-94,-312,17,-10,-4,2,-33,2,-4,176,41,129,23,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,61,78,169,15,1,1,1,2,4,4
Aug 22-15,368,540,24139,4669,50,8,15,131,174,-16,-8,-1,2,-3,-2,11,42,-1,-2,0,-3,-5,-1,-21,-1,143,16,26,-171,-51,28,-9,-4,2,-40,5,7,176,33,85,25,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,65,82,177,17,1,1,1,2,5,5
Aug 22-16,1176,959,22903,3094,39,4,13,62,178,-14,-7,-2,3,-1,-3,14,45,-1,1,2,9,0,-4,-27,-13,80,-35,10,-255,-238,27,-10,-3,1,-40,-4,-8,170,36,78,20,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,61,77,165,15,1,1,1,2,3,3
Aug 22-17,597,873,34095,2549,43,7,16,58,176,-12,-4,0,0,-2,-2,15,29,-3,5,-2,-3,-1,-5,-27,-6,123,-41,-30,-117,21,25,-8,-5,2,-41,-6,5,172,38,112,21,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,65,82,178,16,1,1,1,2,4,4
Aug 22-18,707,487,24256,2681,42,7,15,88,185,-17,-2,-4,-1,-2,-3,8,32,0,4,0,3,-1,0,-40,-1,104,-10,-62,-112,0,30,-8,-3,2,-42,-3,2,160,30,82,19,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,61,80,169,16,1,1,1,2,4,4
Aug 22-19,599,699,24275,2838,47,7,10,65,110,-12,-7,-2,-1,-2,-2,12,50,-2,4,1,2,-3,-5,-20,-1,117,-24,-91,-57,33,25,-10,-4,2,-38,1,3,156,33,81,19,1,0,1,1,4,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,61,77,166,15,1,1,1,2,4,4
Aug 22-20,615,845,16761,4144,45,6,19,96,234,-16,-6,-2,0,-3,-3,16,56,1,3,0,6,-2,-7,-25,-4,113,-19,15,-201,81,9,-8,-4,4,-42,5,-2,175,37,66,23,1,0,1,1,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,66,83,178,16,1,1,1,2,5,4
Aug 22-21,411,853,23920,2946,48,7,12,251,229,-17,-6,0,3,-2,-3,17,47,-1,3,0,0,-2,-2,-30,-5,154,-52,5,-180,9,22,-9,-5,3,-42,-3,6,158,36,82,20,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,65,83,177,16,1,1,1,2,4,5
Aug 22-22,442,1112,24949,5065,46,7,18,48,192,-12,-6,0,1,-2,-2,11,58,-1,5,4,-2,4,-1,-18,-11,167,34,-1,-151,42,40,-9,-3,2,-44,1,2,187,42,89,27,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,2,4,3,4,7,7,17,35,70,90,193,19,1,1,1,2,5,5
Aug 22-23,611,569,25365,3016,42,6,24,146,225,-13,-4,0,1,-3,-3,10,29,-2,3,-1,2,-3,-1,-31,-6,123,-20,-41,-125,-212,6,-8,-4,3,-44,2,3,173,34,90,21,1,0,1,2,6,2,1,1,1,0,0,0,3,2,2,1,4,3,3,6,7,17,34,68,87,186,17,1,1,1,2,5,5
Aug 22-24,430,632,27793,2710,23,4,13,61,90,-14,-5,-2,-1,-2,-2,14,26,5,0,1,2,-1,5,-36,7,136,-20,-38,-179,-156,-11,-7,-3,3,-42,-2,5,162,34,94,20,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,64,83,176,15,1,1,1,2,4,5
Aug 22-25,495,859,25699,1642,22,4,10,48,78,-11,-4,-2,2,-1,-3,10,32,1,4,0,-2,-2,2,-36,-1,120,25,7,-312,-18,9,-9,-4,1,-38,-6,13,150,36,87,16,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,63,80,173,15,1,1,1,2,4,5
Aug 22-26,-32,750,24154,2594,48,7,13,95,163,-14,-5,1,2,-2,-2,12,48,4,0,0,-4,0,-1,-22,5,117,-65,-57,-277,41,34,-7,-4,2,-36,-4,5,141,33,81,18,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,62,78,170,16,1,1,1,2,4,4
Aug 22-27,897,942,27581,3306,52,8,14,51,165,-11,-6,-2,1,-2,-3,18,46,2,3,2,4,-1,-2,-11,8,161,35,5,-56,-435,-9,-8,-3,2,-40,-4,6,175,38,92,21,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,31,63,82,175,14,1,1,1,2,4,5
Aug 22-28,785,690,28604,3841,42,6,13,89,163,-11,-6,-1,1,-3,-2,11,48,-1,2,1,-4,3,3,-20,5,123,10,15,-184,203,6,-8,-4,3,-37,1,0,174,34,93,22,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,32,63,80,174,15,1,1,1,2,4,4
Aug 22-29,314,1361,27712,3360,66,8,20,212,339,-12,-6,0,3,-2,-3,16,55,-2,4,0,9,0,-7,-17,-3,144,-40,-60,-143,-39,14,-7,-3,3,-43,-6,2,171,44,96,22,2,0,1,2,7,2,1,1,1,0,0,0,4,2,2,1,4,3,3,6,6,17,33,67,86,186,17,1,1,1,2,4,5
Aug 22-30,574,738,21824,3628,57,8,11,95,190,-15,-11,-1,0,-2,-2,10,56,-2,1,0,0,-3,0,-30,4,161,16,1,-364,-223,18,-10,-4,2,-37,-3,2,162,34,75,21,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,63,80,173,15,1,1,1,2,4,4
Aug 22-31,2151,1284,26365,24081,3007,86,63,673,28132,-32,31,132,421,116,2,122,239,26,275,18,3,5,53,7,32,530,-1,90,-398,-320,20,12,10,1420,-6,10,6,480,75,124,102,17,2,2,5,105,18,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,24,49,64,141,12,3,2,7,2,3,3
Aug 22-32,535,953,24767,3123,48,6,16,147,205,-15,-5,-2,1,-2,-2,16,61,-2,1,1,0,-2,-3,-18,-1,99,-54,-54,-223,95,15,-8,-3,2,-42,1,-5,162,37,84,20,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,63,80,172,15,1,1,1,2,4,4
Aug 22-33,771,656,25294,2888,47,6,13,235,254,-17,-3,-3,2,-3,-2,16,59,0,2,-2,-3,0,0,-12,0,108,-34,27,-82,-105,-4,-10,-5,3,-39,-2,5,160,32,83,19,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,61,78,167,14,1,1,1,2,4,4
Aug 22-34,440,1300,22590,3014,59,8,13,124,253,-14,-5,-2,5,-2,-3,19,71,-2,4,2,0,-1,7,-15,-10,120,12,50,24,-111,8,-7,-4,2,-40,6,-4,156,40,77,19,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,31,63,80,173,15,1,1,1,2,4,4
Aug 22-35,656,732,25584,2957,42,6,14,152,228,-15,-6,-3,1,-2,-2,21,52,0,4,-1,3,-1,0,-19,-3,109,-75,-16,-58,145,16,-11,-3,1,-35,-4,6,161,34,85,20,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,61,78,167,15,1,1,1,2,4,4
Aug 22-36,395,868,22274,3202,34,5,13,88,133,-14,-7,-3,0,-3,-3,12,32,-2,-1,-1,5,-4,-5,-16,-10,119,-54,72,11,141,-4,-7,-3,2,-41,2,2,156,35,77,20,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,61,78,169,14,1,1,1,2,4,4
Aug 22-37,321,1257,33031,4757,51,5,17,74,313,-11,-4,-2,0,-3,-3,27,58,-5,2,3,0,2,-1,-28,-3,147,7,-117,-120,157,20,-10,-3,3,-40,3,5,186,44,110,27,2,0,1,1,6,2,1,1,1,0,0,0,4,2,2,2,3,3,3,6,6,16,33,66,85,182,17,1,1,1,2,5,5
Aug 22-38,878,710,21875,3143,60,7,16,160,271,-14,-6,-2,-1,-2,-2,14,40,0,4,0,3,-7,-2,-16,-2,122,-14,26,22,-71,19,-9,-4,2,-40,2,3,170,34,78,20,2,0,1,2,6,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,63,81,174,16,1,1,1,2,4,4
Aug 22-39,1310,747,26610,3065,56,7,14,70,262,-14,-8,-4,0,-2,-3,11,37,-2,7,0,2,-3,-4,-21,-2,132,-16,-40,-146,-17,16,-7,-4,2,-39,-7,4,182,35,90,21,2,0,1,1,6,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,64,82,177,16,1,1,1,2,4,4
Aug 22-40,283,1076,21173,2553,184,10,17,51,820,-14,-4,-3,6,-2,-2,15,56,4,6,0,7,0,-1,-25,-5,149,-53,-90,-152,257,24,-6,-4,3,-39,3,-4,156,39,77,19,3,0,1,1,9,3,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,31,62,79,171,15,1,1,1,2,4,4
Aug 22-41,591,1102,23850,3869,44,6,15,62,178,-16,-7,1,0,-2,-2,14,48,-1,3,1,4,2,2,-21,-4,145,34,65,-140,182,-2,-6,-4,2,-42,3,-3,175,40,84,23,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,17,33,67,86,185,16,1,1,1,2,5,4
Aug 22-42,206,997,23221,3499,41,6,9,65,140,-12,-7,-3,-1,-2,-2,10,53,3,2,1,5,2,-1,-20,2,146,33,-58,-306,49,26,-9,-5,1,-39,3,3,158,38,81,21,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,32,64,81,176,16,1,1,1,2,4,4
Aug 22-43,615,1076,29636,3011,48,7,16,217,248,-15,-6,-3,1,-2,-3,16,49,1,3,1,1,-2,0,-8,-1,98,14,50,-54,53,-2,-6,-4,3,-43,-1,2,174,41,100,21,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,33,66,84,182,16,1,1,1,2,4,5
Aug 22-44,467,979,32320,3729,47,7,10,68,123,-12,-7,-3,-1,-2,-3,15,36,-2,3,1,2,-2,-1,-25,7,130,-21,80,-58,298,5,-9,-3,2,-43,-7,10,178,40,107,24,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,65,82,176,16,1,1,1,2,4,5
Aug 22-45,392,875,20871,3410,64,7,15,192,301,-14,-7,0,4,-2,-3,20,59,-1,3,0,1,4,-5,-23,8,132,-8,55,-24,-88,23,-7,-5,2,-39,3,-2,158,35,73,20,2,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,62,80,173,16,1,1,1,2,4,4
Aug 22-46,691,944,30046,3436,63,8,16,309,304,-14,-4,-3,1,-2,-3,15,56,-2,2,1,4,-1,0,-23,-7,126,-6,-67,-234,-147,24,-6,-4,3,-39,-5,2,173,38,98,22,2,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,64,81,176,16,1,1,1,2,4,4
Aug 22-47,692,552,15922,2664,32,5,15,66,152,-12,-5,-2,0,-3,-3,8,27,0,0,0,1,3,4,-33,-1,105,0,17,-96,117,22,-9,-4,3,-40,0,-3,151,30,60,17,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,31,61,78,170,15,1,1,1,2,4,4
Aug 22-48,198,779,18321,2110,34,4,12,140,194,-16,-8,-4,-1,-2,-3,12,41,-1,-2,0,3,0,-1,-31,-13,108,-46,31,-44,-142,5,-9,-4,3,-40,6,-7,137,33,66,16,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,61,77,167,14,1,1,1,2,4,4
Aug 22-49,159,895,33999,2571,29,3,8,55,137,-11,-9,-2,-2,-2,-2,23,35,-3,4,-1,1,-3,-3,-22,6,127,-41,73,-63,17,38,-9,-4,2,-36,-2,7,153,36,106,20,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,31,61,78,169,15,1,1,1,2,4,4
Aug 22-50,198,946,22753,3168,37,6,16,115,160,-12,-5,-2,0,-3,-3,18,61,-2,4,1,-1,-5,-3,-26,-13,128,-24,41,-57,-176,31,-9,-4,3,-41,-6,-1,155,37,79,20,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,62,79,168,16,1,1,1,2,4,4
Aug 22-51,800,1007,24119,2829,38,5,14,235,226,-13,-8,-3,1,-2,-2,20,47,-4,2,2,1,1,-6,-43,-7,105,-37,7,-178,-42,9,-9,-4,1,-38,0,1,166,38,83,19,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,32,64,82,176,15,1,1,1,2,4,4
Aug 22-52,244,1031,24364,2633,41,8,12,76,103,-9,-8,-1,2,-2,-2,20,48,4,2,1,3,1,-3,-26,-8,151,38,91,-183,-142,12,-9,-4,2,-38,-4,2,158,39,86,20,1,0,1,1,4,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,64,83,178,16,1,1,1,2,4,4
Aug 22-53,718,895,23903,2881,53,6,16,99,291,-15,-6,-1,1,-3,-3,9,40,-2,3,0,2,-4,2,-28,4,118,-36,-118,-53,295,80,-7,-4,4,-43,-5,0,167,37,83,20,1,0,1,1,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,33,65,83,179,19,1,1,1,2,4,4
Aug 22-54,337,1150,23642,3166,58,9,17,154,254,-15,-2,-4,-1,-2,-3,14,84,-3,3,-1,-1,0,-1,-15,-4,115,-40,104,-50,72,46,-7,-4,2,-42,0,4,156,39,80,20,2,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,63,79,172,16,1,1,1,2,4,4
Aug 22-55,278,904,26294,2026,37,4,13,76,190,-15,-5,-4,-2,-2,-3,16,30,-1,3,0,0,0,0,-21,4,125,-26,16,-162,-286,-11,-7,-4,2,-42,1,1,149,36,88,17,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,32,64,81,174,14,1,1,1,2,4,4
Aug 22-56,75,570,17114,2112,47,5,15,224,313,-14,-5,-4,-1,-3,-3,18,38,0,2,-1,3,1,1,-22,1,93,12,140,-169,-117,27,-10,-4,3,-37,0,0,130,29,61,16,1,0,1,2,6,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,14,29,59,75,161,14,1,1,1,1,4,4
Aug 22-57,208,645,25484,2001,45,5,9,132,240,-15,-6,-4,2,-3,-3,14,42,-1,4,0,0,0,-6,-26,-3,115,-1,-79,-41,-115,10,-8,-4,3,-40,-5,-3,140,31,83,17,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,31,61,78,168,14,1,1,1,1,4,4
Aug 22-58,903,985,21673,3017,36,5,14,124,147,-13,-8,-3,0,-2,-3,13,45,1,-3,0,0,-2,1,-32,-16,141,-11,-65,-102,35,12,-10,-4,2,-41,4,5,170,38,77,20,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,65,83,178,16,1,1,1,2,4,5
Aug 22-59,417,1020,24659,2290,28,4,11,48,82,-15,-9,-1,0,-2,-3,13,43,-1,-1,2,5,-4,-3,-31,-4,102,-26,35,-99,149,19,-8,-4,2,-36,11,0,154,38,85,18,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,32,63,80,174,15,1,1,1,2,4,4
Aug 22-60,344,697,19854,3933,35,5,12,60,121,-15,-7,-2,1,-2,-2,10,36,2,4,0,2,-1,-1,-27,-7,143,-42,-88,-222,288,11,-7,-3,2,-41,-3,-2,163,34,72,22,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,64,81,174,15,1,1,1,2,4,4
Aug 22-61,621,881,18383,4499,64,8,19,207,360,-15,-1,-3,1,-2,-3,18,68,-5,2,2,5,2,-9,-26,2,149,34,58,-88,163,26,-10,-4,2,-42,5,3,172,36,68,23,2,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,33,65,83,179,16,1,1,1,2,4,5
Aug 22-62,371,994,20776,3132,61,7,12,206,313,-13,-7,-2,3,-2,-3,16,53,0,1,0,5,-2,-2,-22,-3,145,-42,-1,-139,-40,-13,-10,-3,1,-40,0,1,149,36,71,19,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,60,76,164,13,1,1,1,1,4,4
Aug 22-63,386,716,20891,2784,41,4,16,214,278,-14,-6,-2,1,-3,-2,25,42,-3,4,0,-1,0,-3,-34,-10,103,4,6,-60,141,-10,-6,-5,3,-38,-6,6,151,33,73,19,1,0,1,2,6,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,63,80,173,14,1,1,1,2,4,4
Aug 22-64,524,813,22844,2205,56,7,12,183,245,-13,-7,-2,0,-2,-3,20,52,0,1,0,0,-3,3,-17,-4,150,-73,78,-281,74,8,-11,-3,2,-38,0,0,148,34,77,17,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,61,77,167,14,1,1,1,1,4,4
Aug 22-65,252,837,24566,2821,52,8,17,233,187,-13,-5,-3,4,-2,-3,11,59,2,0,0,1,0,6,-25,9,133,-13,78,-98,36,10,-9,-4,1,-40,-2,3,152,35,83,19,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,31,62,81,173,15,1,1,1,2,4,4
Aug 22-66,247,798,23761,2730,54,7,18,187,221,-14,-7,-4,0,-2,-2,11,44,-1,6,0,-1,-2,-3,-19,-4,119,-33,76,-162,-269,47,-8,-4,3,-43,-4,4,152,35,81,19,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,62,80,173,17,1,1,1,2,4,4
Aug 22-67,2553,1354,26911,24286,2969,89,63,671,28080,-51,27,135,430,119,2,123,239,27,272,16,8,4,52,11,24,537,11,192,-364,-388,29,14,9,1421,3,21,2,476,75,123,100,16,2,2,4,102,17,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,23,48,63,138,12,3,2,7,2,4,3
Aug 22-68,2140,1367,26910,24628,2968,87,60,691,28357,-17,30,134,423,116,2,124,231,24,268,18,5,4,55,11,25,523,30,157,-428,-329,21,5,10,1421,-2,22,2,476,75,124,102,16,2,2,5,103,17,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,23,47,62,138,11,3,2,7,2,4,3
Aug 22-69,436,967,23145,2540,53,8,14,171,141,-13,-6,-3,0,-2,-3,13,56,2,2,-1,-3,2,1,-19,2,128,-17,63,-151,38,5,-8,-5,1,-40,-2,2,152,36,79,18,1,0,1,2,4,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,31,62,79,170,14,1,1,1,2,4,4
Aug 22-70,402,840,21870,3247,45,6,11,49,187,-13,-8,-3,2,-2,-3,12,45,-1,4,0,-3,0,-6,-25,-5,107,-48,34,-141,-198,7,-10,-4,1,-39,0,1,154,34,75,20,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,60,77,167,14,1,1,1,1,4,4
Aug 22-71,274,632,20497,2627,58,6,16,229,249,-17,-6,-3,1,-3,-3,10,34,1,3,1,2,1,2,-26,-6,120,-7,-4,-92,105,-12,-9,-3,3,-41,4,-1,144,31,71,18,1,0,1,2,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,59,76,163,13,1,1,1,1,4,4
Aug 22-72,210,839,26407,2699,46,5,13,191,242,-19,-5,-3,2,-2,-2,13,42,0,1,1,1,-2,1,-22,-8,125,-32,-77,-39,106,24,-9,-4,2,-38,-1,4,152,35,87,19,1,0,1,2,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,31,62,79,170,15,1,1,1,2,4,4
Aug 22-73,655,880,20971,3106,56,5,16,124,349,-16,-5,-5,-1,-2,-3,16,43,1,5,0,6,-2,0,-27,8,111,23,4,18,63,22,-7,-3,2,-39,0,-4,162,36,74,20,1,0,1,1,6,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,31,62,78,169,15,1,1,1,2,4,4
Aug 22-74,502,1228,27295,3861,51,7,14,83,212,-11,-5,-3,1,-2,-3,20,60,-1,1,1,5,-6,-1,-23,-17,137,-4,-4,-89,-132,-8,-7,-3,2,-39,-2,2,175,42,93,23,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,65,83,176,15,1,1,1,2,4,4
Aug 22-75,417,965,28825,3083,45,6,6,55,176,-14,-8,-1,3,-2,-3,20,68,0,1,-1,-2,-3,0,-31,-12,87,-46,-36,-94,-136,5,-8,-4,2,-36,-1,3,161,37,94,20,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,14,30,60,76,163,14,1,1,1,2,4,4
Aug 22-76,502,818,24880,2844,71,8,17,202,204,-14,-6,-1,0,-3,-3,15,45,-1,1,2,6,2,2,-23,-5,155,1,29,-292,-262,12,-9,-4,3,-41,-7,2,165,37,87,20,2,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,65,82,179,16,1,1,1,2,4,5
Aug 22-77,670,1311,33927,3958,41,5,8,40,139,-15,-5,-3,1,-2,-2,13,61,1,4,2,2,-5,-5,-18,-7,110,-22,11,-94,-31,-3,-9,-4,2,-39,-1,4,181,43,109,24,1,0,1,1,4,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,32,64,81,175,15,1,1,1,2,4,4
